,title,link
159,タンパク質の構造を予測するAIが、「オミクロン株」の特異性を見通していた,https://news.yahoo.co.jp/articles/b719cd62ab131b0ed62c2681a16346e0803c7b8c
160,Pythonで不統一なExcelファイル繋ぐワザの神髄、シンプルな文法で書くプログラミングで効率化,https://news.yahoo.co.jp/articles/bd992e297b1e403e1c801ead90c015393e11b84d
161,米著名VCの2022年のトレンド予測を詳しく分類してみた,https://news.yahoo.co.jp/byline/shibatanaoki/20220118-00277860/
162,"未翻訳本から読む世界｜2041年のAIは「幸福」を最適化するか？｜Kai-Fu Lee, Chen Qiufan『AI 2041』",https://news.yahoo.co.jp/articles/18085c6667ea2e616578394043642dd47fbe0b08
163,デンソー、運転支援システム「Global Safety Packge 3」を開発へ…画像センサーとレーダーの組み合わせ,https://news.yahoo.co.jp/articles/eec76f100a906529eabda58ce1580be292f7b562
164,プロセスマイニングのCelonis新社長 村瀬氏に成長戦略を聞いた,https://news.yahoo.co.jp/articles/eac92041a2e37453d518f2d84b7be079b49368dc
165,日本の経済安全保障「防衛産業」の議論が欠ける訳,https://news.yahoo.co.jp/articles/a49a32ee657c8b577a14e65d17e894d74549a7a0
166,「求む！失敗人材」　ソニーがインターンで起業家に接近　農学・生物系学生にもアプローチ,https://news.yahoo.co.jp/articles/42ccd3b6d3aca07dd16c053d02c8896cba8c77c3
167,PCIe 6.0のとてつもない進化がこちら,https://news.yahoo.co.jp/articles/2d4545ad7223b55ffc8f039b8483a66b5cbf4332
168,20代のお悩み「やりたいことがわからない」→産業医「自分に興味向きすぎ？」,https://news.yahoo.co.jp/articles/53a9a206040fa0ef79b51533cd635e102018c291
169,NASAが採用のビッグデータ処理ツールLabelboxが評価額10億ドル突破,https://news.yahoo.co.jp/articles/9e07901866a955aec6dd12c7fc954d5a7f26cb03
170,NVIDIAが注力する車載AIとゲーム向けの新技術,https://news.yahoo.co.jp/articles/e2f8fd4d77825b295b69791f84cc2c4af72962fa
171,“ひとり開発”のAIで1日数千万件の広告審査を効率化　「AIは詳しくない」ヤフー社員が実現できたワケ,https://news.yahoo.co.jp/articles/6bfba6463342f138b79083982ccb2a933f79c7b4
172,「それ、うれしいか？」と困惑するしかないメタバース事例集,https://news.yahoo.co.jp/articles/790ff640a8a70e183aa8e7e69aadcfa2781415ed
173,ソフトバンクが2022年春頃から「迷惑SMS対策機能」を提供　Y!mobile／LINEMOブランドでも利用可能,https://news.yahoo.co.jp/articles/8dc485a2c8866699d50043001bcb177b1da36e14
174,今CO2排出量に無頓着な企業が将来直面するものとは？,https://news.yahoo.co.jp/articles/7c2c97db5c818a62f281f485c929a064b0c1ea12
175,昨年は3連単96万超えの大波乱！ 今年の日経新春杯でAIが注目したのは配当妙味のある人気薄,https://news.yahoo.co.jp/articles/72c59ff91f481e119a7b0b3758d00c15ae0e1e3e
176,ボッシュのソフト子会社が社名変更、エンジニアリング外しソフトウェア前面に,https://news.yahoo.co.jp/articles/b11d2a7bffecab0d85647f58f6b6a2e0217255c5
177,国内IT市場の鍵となる技術、市場トレンドなど主要10項目を発表,https://news.yahoo.co.jp/articles/ac4bb8fa51ad6e6270c8540bdf6a6e6a6baf6fc2
178,取り扱いソフトを簡単に利用開始できるGPUクラウドサービス,https://news.yahoo.co.jp/articles/8744a122e5cd971f9082b9eb588763c4fd4feb26
179,マーク・ザッカーバーグ、昨年5300億円相当の自社株売却　ほぼ毎営業日売る,https://news.yahoo.co.jp/articles/b18cb98b3fd6ba1476eec9186ee24383b158b817
180,ヤマト運輸が次の100年を見据えて取り組む、DXとデータ・ドリブン経営,https://news.yahoo.co.jp/articles/8798ab562fef006afa2f0175b865d80c722c3815
181,キャリアを前進させる意外な方法,https://news.yahoo.co.jp/articles/4474e2b3370fe220d2dfae8c70a815b1fb93d08e
182,医薬品で進む「モダリティの多様化」と世界的モノ不足のリスク,https://news.yahoo.co.jp/articles/79c77adf51e274adfbbc8b57d3da99b758cb30a1
183,約20日周期で謎の減光が起きる星、NASA観測衛星「TESS」のデータから発見,https://news.yahoo.co.jp/articles/22c5fc9ae3470c76eaa259f2bb45944026cffd4c
184,2022年のスマホはどうなる？　2万円台と超ハイエンドの二極化、フォルダブルに普及の兆しも,https://news.yahoo.co.jp/articles/123e5f8414fd59eedec193f597e9e3855f637d16
185,日給300万円の仮想通貨トレーダーが「資産65％」失ったワケ,https://news.yahoo.co.jp/articles/3003ae01d5c62fbb6827e4c933e6eae214e8bd0c
186,ドローイングとは何か？ PARCO MUSEUM TOKYOで鈴木ヒラク、村山悟郎、やんツーによる展覧会開催,https://news.yahoo.co.jp/articles/f4833a4305a427ec3daa046f5b0c4d4d80215e44
187,テキストから御朱印を自動生成するシステム、筑波大が開発　寺社1000カ所以上から御朱印収集、データ化,https://news.yahoo.co.jp/articles/6003ec498836eb872187b5f90582a108f71d96a4
188,OpenAI、文章から画像を生成する新モデル「GLIDE」　前モデルよりも高品質な画像を生成,https://news.yahoo.co.jp/articles/b62dfcc5e310a5af9cdc71e30bd3bd48c1c9e5a5
189,ジョジョのキャラクター風に顔写真を変換する「JoJoGAN」　1枚の画像からAIが学習,https://news.yahoo.co.jp/articles/70ef7bdeb76441bfc846179b39f4385aec6f12ed
190,＜CES＞TCL、98型でも8000ドル切りのQLEDテレビ。85型8KミニLEDテレビもアピール,https://news.yahoo.co.jp/articles/acd8a4eaca115ad6aac9763c5bf506af7bc5d917
191,『DEATH STRANDING: Director’s Cut』ついにPCに登場！Steam/Epic Gamesストア向けに2022年春発売決定,https://news.yahoo.co.jp/articles/4c4285ad0465e336d81ef4d564684637d0f1333f
192,ハイブリッド開催の「CES 2022」では何が発表される？ 注目すべき4つのポイント,https://news.yahoo.co.jp/articles/18f5878679bb9a2ef175b0c0e7aa298d8ebe7242
193,ディレクターズカット版『デススト』こと『DEATH STRANDING DIRECTOR’S CUT』のPC版が2022年春に発売へ。グラフィックスが向上し新たな追加要素も収録,https://news.yahoo.co.jp/articles/56304552cffae02a572aadb85a2e03ae5ae90fab
194,頭の形で個人認証できるヘルメット、立命館大などが開発　工事現場での作業員識別などに活用,https://news.yahoo.co.jp/articles/32ddbd1c0918f9e283648dae73abcfd8bf356e7c
195,Pixel 6は「2台目のスマホ」にぴったり　iPhoneユーザーが感じた便利さとは,https://news.yahoo.co.jp/articles/a384f93dd601bcd1df3e76ee8b76ae828b9461f1
196,LGのディスプレイ技術の開発力が凄まじい…次世代有機EL「OLED EX」を発表 #CES2022,https://news.yahoo.co.jp/articles/a2618b642b9efbc48cccb37d04a4f00b7f53766c
197,高専生ならではの着眼点 点字翻訳で社会を変える,https://news.yahoo.co.jp/articles/1d5e5e1f29b500b906f6aa85a63a069b9e627657
198,「ザ・ビートルズ」を8時間かけても今見る価値～「指輪物語の巨匠」のディズニープラス独占作品,https://news.yahoo.co.jp/articles/b9d17669c90cf4020aa57afd59ceb3d5122eef88
199,「急に儲かった」日給300万円・仮想通貨トレーダーの誕生理由,https://news.yahoo.co.jp/articles/c9c9b55c68d78ca195b46ad1a1dc6f4cca98cf04
200,専門家や経営者も「ノイズ」により、客観的無知を認められずに許容範囲を超えるミスを犯す【橘玲の日々刻々】,https://news.yahoo.co.jp/articles/04eea8d7671115300f73971f4b18a05e34a8b2ab
201,あらゆる電子機器が入手困難になった2021年、誰もが「半導体」の重要性を再認識させられた,https://news.yahoo.co.jp/articles/91dd6ef35448275daaf69837a60c2ce1b66dfd18
202,オンライン帰省や新年会で活躍！　iPhone以外でも使えるようになったFaceTimeの5つのお役立ち機能,https://news.yahoo.co.jp/articles/bb10b4fbd566ad3851e90e2573796ea2975b7d25
203,本当に「ネイティブ超え」をしたのか？　新ツール「ICAT」で検証するNVIDIAの最新超解像技術の実力,https://news.yahoo.co.jp/articles/bdbf0836dd8159af976dd62b5708b171e2f2b735
204,ついに発表！　2021年を代表するスマートフォンは？,https://news.yahoo.co.jp/articles/b5f274ac6ba9f6003d16ee6443425e916d9e8e9a
205,捜査令状で見えたグーグルの「児童ポルノ検出」の舞台裏,https://news.yahoo.co.jp/articles/cf220ced976a1898cc945daa235bcd503c43192e
206,20代、30代の「6割以上」が「転職」を“ポジティブ”に捉えている!? 求職者と企業マッチングの“今”,https://news.yahoo.co.jp/articles/ed7b669650350fb72606e098923386cf682ca2ef
207,プーチンに国営化された男の告白。ロシア最大AI企業が狙う世界戦略,https://news.yahoo.co.jp/articles/7bd16d62dc59ca260b0ebb8db52e7d9c7d8c3bf8
208,韓国BCカード、”ロボット自動化技術”で業務の所要時間が「94%短縮」,https://news.yahoo.co.jp/articles/7c16e0dd40ec7f133cb02ed2a78c7a891813374f
209,米不動産テック大手Zillowの大失敗に見るAI経営の教訓…「予測モデルの過信」「目標設定のミス」は他人事ではありません,https://news.yahoo.co.jp/articles/15c32b5c032979655219447513f43938d8767487
210,コロナ禍でAIのパフォーマンスが低下した業種、低下した理由,https://news.yahoo.co.jp/articles/4fe7b61f0f29f8524131ad67ad2e1883b2644487
211,ピーター・ティールが支援する「都市データ分析企業」Replicaの実力,https://news.yahoo.co.jp/articles/6737a5f0f45fdf7c3032b077e057313b92387da9
212,1000人単位で採用のアマゾンジャパン、職種も100以上　求める人材を人事担当に聞いた,https://news.yahoo.co.jp/articles/86d63113fe6b5878e1012c74e93a92d3bc5471c2
213,2021年、企業が無償公開した新人エンジニア向け研修資料　機械学習やゲーム開発、AWS入門、数学などさまざま,https://news.yahoo.co.jp/articles/66c8aa2aece01355e1d32a9ebb41f1ff4e529b49
214,最新言語モデルでも避けられない。AIにおけるジェンダー・バイアス,https://news.yahoo.co.jp/articles/f08f4ed6242d7dd407e7a102cad03fc90072bcc3
215,カード会社の不正利用対策は? アメックスのセキュリティ担当にインタビュー,https://news.yahoo.co.jp/articles/d61af631b1e685076bbb4518c72fb3bf581f29ee
216,音楽に感動したときの鳥肌を他人と共有するデバイス、慶應大の研究チームが開発,https://news.yahoo.co.jp/articles/1ab50c26b974660bc9d0e3628e86d4374ab0610c
217,今年の有馬記念は“順当”確定!? AIが抜擢したのはまさかの本命候補！,https://news.yahoo.co.jp/articles/9b2b97c97bc2aa14df26ec7b36edbaeb9ced2950
218,『ザ・ビートルズ：Get Back』、映像と音声の修復作業裏側を語る特別映像公開,https://news.yahoo.co.jp/articles/d083aebadccb9d05b25ba15fd6fdc610d2e20d7b
219,『ザ・ビートルズ：Get Back』、映像と音声の最新技術による修復作業を語る特別映像が公開,https://news.yahoo.co.jp/articles/f05b2d3300eda0ac7164aa49cdee9a1646c87aae
220,動く「機械学習帳」、東工大教授が講義資料を無償公開　回帰や分類のグラフをアニメーションに,https://news.yahoo.co.jp/articles/f5b1615c231082f4a018157bd3ebee55f227920c
221,MicrosoftとQualcomm、米国防総省のチップ設計に参加,https://news.yahoo.co.jp/articles/8e940d1b00f8973ed09fac1c6cdc7022bb123621
222,ビートルズお蔵入り映像修復の裏側とは？ピーター・ジャクソン監督が明かす,https://news.yahoo.co.jp/articles/09011631f9f88f0c54fbe01dddcfcac7e3b259f8
223,旭化成のDX戦略は展開期から創造期へ、全従業員4万人がデジタル人材に,https://news.yahoo.co.jp/articles/b3cc6351385b87ea484e9245f368d1c550dec1ea
224,Edge Impulseが3400万米ドルを調達、評価額が3倍に,https://news.yahoo.co.jp/articles/e7845f787db25ebb423ab7dc2b1364e5aaea427b
225,「CXL」ベースのアクセラレータープラットフォーム,https://news.yahoo.co.jp/articles/47ddae7ddf6b125682d8f67ff49c9b54fd090308
226,サブスクいらず。Pixelmator PhotoがiPhoneにもきたぞ～,https://news.yahoo.co.jp/articles/8d3a911ab4a981da74a8e1c571c9359180b8679e
227,米フォーブスが選ぶ、2021年版「フィンテック50」,https://news.yahoo.co.jp/articles/3c3ce60cfb7e7825cb95fc7ec8fb8161739fd6a4
228,人手不足を背景に、人事教育制度の変革に乗り出す米小売業界,https://news.yahoo.co.jp/articles/5d44719d0d33d6ecaac75d72fbee0e54f4605337
229,次期Pro Display XDRにカスタムシリコン搭載の噂…って、なんのため？,https://news.yahoo.co.jp/articles/67135a7791323bc0fd80e6ff3f930308e1d8980c
230,JDSC、東京証券取引所マザーズへ上場,https://news.yahoo.co.jp/articles/9abc868b86f802b872c5d83f5eafeb07d23effa8
231,セプテーニが「ポストCookie時代」の計測基盤ソリューション「Precog Base」提供,https://news.yahoo.co.jp/articles/dfe79300d47df11881c57746f6b37a3d670f235a
232,グーグルのAI研究大型投資など、オーストラリアで加速するAI・量子コンピューティング投資,https://news.yahoo.co.jp/articles/1651d78b171af2062a94f5d19025af353141d7e9
233,次世代型データウェアハウスとは何か,https://news.yahoo.co.jp/articles/9df03bbf5f3497e435329816b3df7fdab1d04bcc
234,天の川銀河の巨大ブラックホール「いて座A*」これまでで最も正確な質量の推定値を算出,https://news.yahoo.co.jp/articles/5d0f6045cc271612e1101f267cbf2e37102ba51e
235,変化の激しい時代を生き抜く人材を育成　経済学部、経営学部の教育改革最前線【変わる大学】,https://news.yahoo.co.jp/articles/fe8bffa48a60192973ea26447e840cf6a344e348
236,着衣のままで誤差1.5cm。身体採寸テクノロジーで等身大の世界を実現するBodygram,https://news.yahoo.co.jp/articles/84c77f97670664cc14ab6f43c8105c1ec7d1c2bb
237,日給300万円を「投機」で稼ぎ倒す匿名仮想通貨トレーダーの謎,https://news.yahoo.co.jp/articles/0e55e180cef724959fb7951cc52fe25b666c0df1
238,テキストだけで、AIが3Dモデルを自動生成　米Googleなどの研究チームが開発,https://news.yahoo.co.jp/articles/36b25d546f437dafddb568d9c16b4d47c49c2885
239,12月24日上場！サスメド（4263）の実力診断,https://news.yahoo.co.jp/articles/2bcef92400e658fb7f8eda6d16de30e36d85523a
240,装着者の作り笑いを見抜く眼鏡型デバイス、慶應大やNTTが開発,https://news.yahoo.co.jp/articles/ea0bdb310d84de72b3cea3c5e7d0654a55795bec
241,お腹が減った魚、泳ぎ方でわかる。「持続可能な水産養殖」への挑戦の裏側に迫った,https://news.yahoo.co.jp/articles/0435086e0dfcfe17474ae91bedc4a8a8860f65bb
242,異常検知ソリューション「Impulse」に人手作業の自動分析アプリが追加,https://news.yahoo.co.jp/articles/97b6ed5600f19e2be63d55551c3a6be566d4ba39
243,アルペン、ECサイトのレコメンドエンジンに「ZETA RECOMMEND」を導入,https://news.yahoo.co.jp/articles/fd89f0b9bbcb8156e65cb970ce56e086215a05a5
244,AIが判断した根拠を一般ユーザーにも分かるように明示、三菱電機と理研が新技術,https://news.yahoo.co.jp/articles/c7e787dd35f087c3ae23bf9db809bebbd1ce33d9
245,スマホで簡単にYouTubeサムネ制作も　Adobe Creative Cloud Express発表,https://news.yahoo.co.jp/articles/165bc6cbd501376fb145201d385f74ddf3ccc7d6
246,艦隊を指揮する軍艦・旗艦と指揮所(11)指揮所あれこれ、宇宙やサイバーも,https://news.yahoo.co.jp/articles/ef31dea527f5756b09eafe1ba2402c73396c61b2
247,最大時速40kmの自動運転ドローン　未知の環境でも障害物を認知し、飛行,https://news.yahoo.co.jp/articles/d61726d94dead248776d8e1681b4c8c323d5a013
248,ユニセフがNFTアートオークション開催へ、収益を世界の子どものデジタル格差解消に,https://news.yahoo.co.jp/articles/c59df2a39c8266b46f78ea9cf39c6290988decd0
249,"ユニセフ、最大規模1,000点の「NFTアート」オークション実施　収益は子供の学習支援に",https://news.yahoo.co.jp/articles/7b0234d00b10981b20a6a5460400a834086c3436
250,細胞がモノづくりする「スマートセルインダストリー」、島津と神戸大が実証開始,https://news.yahoo.co.jp/articles/884a4462d1660429288db2fc018d08c8cd046af2
251,Spotifyはなぜ的確な楽曲を届けてくれるのか　パーソナライズ機能の責任者に聞く,https://news.yahoo.co.jp/articles/069953d34096f3c5c7b97b8e7a77a7cc90318c3e
252,日々の業務をリスキリング　学び直しの年末年始に　すきま時間に効率学習,https://news.yahoo.co.jp/articles/6c5f488f2f2aa3ddf59040e4e92d59d854e3fa4a
253,ツイッターの新CEOはインド出身37歳の理系エリート、技術的課題と経営課題で手腕に期待,https://news.yahoo.co.jp/articles/c9d7211aadb7f9b4f7ab870ca258f24f1462ab1b
254,Googleフォトの疑似3D機能「シネマティック・フォトス」、今度は背景がもっと動くように,https://news.yahoo.co.jp/articles/7688a286c084f4c5120b2336cbb582bb31bc969e
255,リセラーとして戦略協業、キヤノンITSが米エクストリームのパートナープログラムに参画,https://news.yahoo.co.jp/articles/32f3bc3b2c6bff6ad27fdbab99e92347c1ed696e
256,Facebookは「進化したAI」で、世界中の“危険なコンテンツ”を監視できるか,https://news.yahoo.co.jp/articles/23c6260444af71daed1eb41c5a8f47fb1e8ff702
257,ロボットによる倉庫の自動化が加速しても、人間の仕事は（まだ）奪われない,https://news.yahoo.co.jp/articles/47054d17495131909b36a8cfcffc65fca27a36e8
258,存在しないスイス人科学者、中国がねつ造か　偽アカウント600件...武漢説めぐり,https://news.yahoo.co.jp/articles/ebdd64987c8cbf11302ed2d6978727ca2434363a
259,プログラミングで社会課題を解決！ 天才キッズたちの熱きプレゼン大会,https://news.yahoo.co.jp/articles/8d48d636542a8d8a07aee03992e5379d596a27dc
260,世界のM&A【ドイツ・オーストリア・スイス】パンデミックが促進した「テクノロジー統合」のすごい効果,https://news.yahoo.co.jp/articles/8bda678a6414be5b6612c3df50e14be87a869179
261,もう自動運転と言ってしまっていいのではないか？…マツダCO-PILOT CONCEPT 2.0,https://news.yahoo.co.jp/articles/5b7ff30c3cbc0c323865938066c7b7297ed7d50c
262,マツダ CO-PILOT CONCEPT のテストドライブ同乗…1.0と2.0の違いは？［動画］,https://news.yahoo.co.jp/articles/17bb01d6ac424fd0283c1236fb77f37eb88b49f3
263,ソニーの最新技術イベント「Sony Technology Day」。ゲームから産業、地球環境まで“テクノロジー”を幅広く活用,https://news.yahoo.co.jp/articles/5cbc79325f0199d3c8dfdc07f88a8cbfd08a3b59
264,使いたくなる！ iPhone「メッセージ」アプリの驚くべき便利機能16選,https://news.yahoo.co.jp/articles/ba466c2ba509aab5987fe64429f5c33b3a758f48
265,どうすれば子どもに「プログラミングが楽しい」と思ってもらえる？→「自由にやってみよう」よりも「自分でもできそう」という気持ちが大事。ロボットトイ『toio™（トイオ）』はプログラミングへの苦手意識を持たせない、入り口として最適な“おもちゃ”だった,https://news.yahoo.co.jp/articles/057e3652bdde2e403abe5bd1ea173654bc230808
266,データの「偏見」を可視化するPythonライブラリの真の価値とは何か,https://news.yahoo.co.jp/articles/e08b46899cfcfc97ba4ae6ca8749aec6f89be471
267,ダイナミックヘッドトラッキングに仮想空間オーディオ化、iOS 15の音楽視聴体験の進化がスゴい！,https://news.yahoo.co.jp/articles/83b3d8f69fe919a2deb2c343d32bab0f3af16e8e
268,週末セール情報ひとまとめ『バイオミュータント』『サガフロ リマスター』『Back 4 Blood』『DEATHLOOP』他,https://news.yahoo.co.jp/articles/831e6f1a9a60f6c87db1838c4ff91e1f269cdb73
269,クアルコム「Snapdragon 8 Gen 1」発表、AI・カメラまわりを徹底強化,https://news.yahoo.co.jp/articles/5f4b4f4ed5aeb3074e62bdfe3c724d4834b639d2
270,【期間限定無料】非対称対戦『Dead by Daylight』機械学習パズル『while True: learn()』Epic Gamesストアにて配布開始,https://news.yahoo.co.jp/articles/dc697aa97ef0872854e1a1c2f94643ae0bbd1f27
271,AIで数学の新たな定理発見　英DeepMindと数学者がNatureに共同論文,https://news.yahoo.co.jp/articles/9adbd0488f0d23409cf871a65c5f8b68807968d7
272,日本HP、視線や瞳孔サイズなどもスキャンできる開発者/企業向けVRヘッドセットソリューションを発表,https://news.yahoo.co.jp/articles/9ce88e8db420a26db06987eb8db0ee5e93b703ad
273,ビッグデータ解析の真打ち登場！　研究者が起業したデータブリックス,https://news.yahoo.co.jp/articles/779c6377a41f64f42a2ee2c78638d1d7f891a648
274,2021年に最も売上高成長を果たす半導体メーカーはAMDか,https://news.yahoo.co.jp/articles/40b266f284abdfe97cdb3f49322e6bb3a8c98284
275,画像鮮明化＋エッジ推論で異常検知を簡単に,https://news.yahoo.co.jp/articles/b99263941016d2b13fe73d9a160a52ca3ada9d24
276,ツイッター新CEO、知っておきたい5つのこと,https://news.yahoo.co.jp/articles/5873df7014169b25d2c7469d45936abc76d0366b
277,【F1特集】レース戦略はどのように決められる？　アンダーカット、オーバーカットとは？,https://news.yahoo.co.jp/articles/db7df1b28daba9a9bcb1bf8c3dce4e8a9efc81ca
278,AWS、ノーコード機械学習サービス「Amazon SageMaker Canvas」提供開始,https://news.yahoo.co.jp/articles/b7a87d972110d7cf35930f97e44d4b47c425633b
279,クアルコム、次期旗艦モバイルSoC「Snapdragon 8 Gen 1」発表。aptX Losslessに対応,https://news.yahoo.co.jp/articles/c54cc8263fa1248b5177d0368a120885fd557cf9
280,Twitter創業者のジャック・ドーシー氏がCEO退任。後任はパラグ・アグラワル氏と発表,https://news.yahoo.co.jp/articles/4d4d739c8f48e193cccdd5dd8eb1d29d9e863d50
281,デジタルツインに進出するAWS、自動車データのクラウド集積でも一手,https://news.yahoo.co.jp/articles/e417164e0c4b3f22cb0a165b193fce0dac0949d4
282,110万年前の火星隕石、火星の出所を推定する驚きの方法が発表される,https://news.yahoo.co.jp/articles/dd03dcaa268f608d16dd53a11d95ef0d3ae3f99e
283,Twitter CEO退任、なくてはならないインフラ化で大切だった転換点,https://news.yahoo.co.jp/byline/taromatsumura/20211130-00270487/
284,富岳がスパコン性能ランキングなど4部門で4期連続世界1位を獲得,https://news.yahoo.co.jp/articles/cfb4ca6a94cb9a9ce4bcf563aee3400ceb1afa02
285,Twitter、ジャック・ドーシー氏がCEOを辞任　「Twitterは創業者から離れる準備ができた」,https://news.yahoo.co.jp/articles/4934398374f265bcdf92c21f4abbf3ba3c618b3d
286,ツイッターの新CEOはインド系37歳、機械学習とAIの専門家…ジャック・ドーシーがCEOを辞任,https://news.yahoo.co.jp/articles/8638356fb28a1358ff03eda6f1ab6561088a0c0a
287,DWG互換CADの最新版「BricsCAD V22」の強化ポイントと注目機能,https://news.yahoo.co.jp/articles/571874af0cc99c890a72920dadabf76d40d44f60
288,ニューロモーフィックコンピューティングが切り開くエッジの可能性,https://news.yahoo.co.jp/articles/574491a10116925c094a04a5da09607bb3c19b48
289,ポケモンGOのようなゲームを、多くの会社が作れるように……NianticがLightshipを公開,https://news.yahoo.co.jp/articles/90e9a07c3b26aace466b817a58525a48577c32e3
290,Google Pixel 6/6 Pro をiPhoneユーザーが試してみた,https://news.yahoo.co.jp/articles/988a5ffd6e7a80d1892b2052e0b18c9c330fdb27
291,機械学習を使った画像編集がすごい ── Google Pixel 6/6 Pro をiPhoneユーザーが試す2,https://news.yahoo.co.jp/articles/f37fb1bb1931769cdc7d6f7dcbaf01f6b301f0b9
292,意思決定の質とスピードの向上へ、米SASが「SAS Viya」のオープンソースユーザーへのサポート拡大,https://news.yahoo.co.jp/articles/7a55342b8ba16b1cd0400fcf9aeaccf856b9f750
293,Google Pixel 6/6 Proの翻訳機能はiPhoneユーザーから見ても羨ましい,https://news.yahoo.co.jp/articles/22d0787e651f21b4742e0f392cc6dc7ee7c9acd1
294,新幹線の“座席濡れ”検知　専用カメラ開発　JR東海、機械学習活用,https://news.yahoo.co.jp/articles/a71e5492736c49bdc2f51886ca95a0a8091f98dd
295,就活のお供は「魔法のスプレッドシート」と「インターン」,https://news.yahoo.co.jp/articles/8bdcc4ef6a2e5ddfbb919e7058785f48b1e3b674
296,Google×がん研有明病院　AI活用 乳がんマンモ検診研究でタッグ,https://news.yahoo.co.jp/articles/2e4dafe574f8ea4910caff96d3bcf27dfd3cec1d
297,好決算で株価急上昇、「AIアルゴリズム」ベンチャー銘柄,https://news.yahoo.co.jp/articles/17df63faa8d1261a0af813743378e0aeb261046a
298,天の川で10000個の新しい変光星を発見　市民天文学の活躍と期待,https://news.yahoo.co.jp/articles/fd70b9278882015959c8af4698704f0dd0ade910
299,"Facebookに2,000万ドルの商標権買い取りを持ちかけたスタートアップに勝ち目はあるか？",https://news.yahoo.co.jp/byline/kuriharakiyoshi/20211123-00269431/
300,Netflixが情報公開し始めた「ランキング」のエクセルデータをダウンロード・分析してみた…今オープンにする理由とは,https://news.yahoo.co.jp/articles/4badb145ce76b7b0a3701b0853945c612c167f43
301,経済的弱者を食い物にする「マイクロワーク」の正体とは,https://news.yahoo.co.jp/articles/3e389478d207b8cc262592d3026f0797316f7144
302,ジェフ・ベゾスの間近で学んだ「意思決定の極意」,https://news.yahoo.co.jp/articles/9844d15abf8835f1f245a03d0e970b3027e260c6
303,フェイスブックのようなSNSによる「アテンション・エコノミー」に対抗する方法とは?【橘玲の日々刻々】,https://news.yahoo.co.jp/articles/ecbab8018ee38a2ec48d578f11858da348b44dd4
304,機械には苦手でも人間には得意なこと、その力を育むものこそ「数学」だ,https://news.yahoo.co.jp/articles/9369720b86658b1be480c66dd2f8b87434e0de92
305,下水でコロナ感染者数を予測　東北大など、仙台で実験,https://news.yahoo.co.jp/articles/41a6c29e5cf296d090bf100461a890b5864fe6e4
306,UTEcon主催「データ駆動型社会とアカデミア」ウェビナーを開催,https://news.yahoo.co.jp/articles/3f2c8d38382569e4e88d1d1b3eab03684d4d17a7
307,トヨタの研究者が語る数理研究の事例、不完全なデータでも機械学習できるか？,https://news.yahoo.co.jp/articles/6e7d457af66453bf846b1b5024cec7076df20d48
308,「機械翻訳＝手抜き」は時代遅れ　次のブレイクスルーはいつか,https://news.yahoo.co.jp/articles/53d623083520abf3dfb8e5426c5bc2ff55b0ea97
309,地球に落下した火星由来の隕石、その一部の起源と思われるクレーターが絞り込まれた,https://news.yahoo.co.jp/articles/c8c6a2c3b9eeea91e11e04fe2f16ddf64731964b
310,グーグルの「Pixel 6」は、スマートフォンの基準を新たなレヴェルに引き上げた,https://news.yahoo.co.jp/articles/2d7d51a96d32fe62d7ad7c135498c15ebdec2a1f
311,劇的進化の「機械翻訳」　背景にはAIと「良質な対訳データベース」,https://news.yahoo.co.jp/articles/79831c961c2b710ebd68624c54de9ab941aea5e5
312,未来のマーケティングは“AI”によってどう変わるのか？,https://news.yahoo.co.jp/articles/080686cf457cc757215961fda52f94ac52d32bbb
313,ソニー「Xperia PRO-I」実機の絵がすごすぎた…スマホの皮を被った「ソニー α」じゃないか,https://news.yahoo.co.jp/articles/2daea9fc55e993000db44ab5d1821652649baeb2
314,AI自動追尾や超低遅延配信など、ソフトバンクが「世界体操・新体操選手権」で活用した3つの技術,https://news.yahoo.co.jp/articles/3bc118a9de3a6148518a71acf0b5eafd597946b6
315,AIが運転手の話し相手に、オートバックスが車載機器開発で狙う需要,https://news.yahoo.co.jp/articles/b437b8db64d746b21333de1840eff35f3ca6f52c
316,Azure ArcはITプロフェッショナルのニーズに応えるもの - 米MS幹部,https://news.yahoo.co.jp/articles/12d1b448551cb4b7ef89ea9c29037312dad4763c
317,AIから認識されない服って？　「UNLABELED」が提示する監視社会の課題,https://news.yahoo.co.jp/articles/b7e854ec9aa5ba7daa2d2d96d16cbea37dbf0545
318,陸軍・海軍士官学校「未来戦」備え人工知能（ＡＩ）学科開設,https://news.yahoo.co.jp/articles/59c93db2d1e9dcb71e0446896b3f01c1e0eace00
319,Google Pixel 6 徹底レビュー - Google独自チップ「Tensor」の実力を検証,https://news.yahoo.co.jp/articles/cb35e2b6f55afb51fcc78f8c7bd8fc33ebf8f6bc
320,V6のベストアルバム『Very6 BEST』がオリコンデイリー1位を獲得！ “木”の特別ページもオープン,https://news.yahoo.co.jp/articles/a880aa2eb3098f4b54566c04b265e05e53590575
321,V6、ベストアルバムがオリコンデイリー1位を獲得,https://news.yahoo.co.jp/articles/2238cc5b460fb7169e1272511f0a601524865cf0
322,Photoshopいらず？ 写真から不要なものを削除できる無料ツールがすごい！,https://news.yahoo.co.jp/articles/d4e93c1ab0f4c436219df014a8dfb4a9851b86c9
